id_dokument,id_obdobi,cislo,typ,nazev,predkladatel,ct,id_x,end
6380,171,919,13,,,82.0,6221.0,2014-06-10 17:41:17
6381,171,920,13,,,82.0,6176.0,2014-06-10 18:22:28
6387,171,926,13,,,98.0,5866.0,2014-06-11 09:35:58
6388,171,927,13,,,82.0,6176.0,2014-06-11 10:09:22
6390,171,929,13,,,82.0,6176.0,2014-06-11 10:34:41
6409,171,948,13,,,172.0,6141.0,2014-06-13 09:04:24
6412,171,951,13,,,182.0,5506.0,2014-06-13 12:10:12
6418,171,957,13,,,182.0,5969.0,2014-06-17 12:46:05
6419,171,958,13,,,182.0,5969.0,2014-06-17 12:48:23
6423,171,962,13,,,172.0,5342.0,2014-06-17 15:38:44
6428,171,967,13,,,201.0,6211.0,2014-06-17 18:04:15
6435,171,974,12,Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyznamenání,Organizační výbor,,,2014-06-18 17:19:40
6477,171,1016,13,,,208.0,6191.0,2014-07-02 09:11:46
6504,171,1043,13,,,71.0,5934.0,2014-07-08 08:51:20
6510,171,1049,13,,,71.0,5934.0,2014-07-11 15:46:50
6511,171,1050,13,,,71.0,6202.0,2014-07-14 09:33:32
6512,171,1051,13,,,208.0,5507.0,2014-07-14 11:04:39
6513,171,1052,13,,,208.0,377.0,2014-07-14 15:51:16
6514,171,1053,13,,,208.0,5969.0,2014-07-15 08:56:41
6515,171,1054,13,,,208.0,5969.0,2014-07-15 08:58:44
6516,171,1055,13,,,208.0,5969.0,2014-07-15 08:59:34
6517,171,1056,13,,,208.0,422.0,2014-07-15 12:10:04
6518,171,1057,13,,,71.0,6195.0,2014-07-15 12:22:17
6519,171,1058,13,,,71.0,6195.0,2014-07-15 12:23:39
6520,171,1059,13,,,71.0,6195.0,2014-07-15 12:24:30
6522,171,1061,13,,,71.0,5939.0,2014-07-15 13:00:14
6523,171,1062,13,,,208.0,6191.0,2014-07-15 13:30:08
6524,171,1063,13,,,206.0,6148.0,2014-07-15 13:27:59
6525,171,1064,13,,,153.0,5989.0,2014-07-15 14:14:15
6526,171,1065,13,,,208.0,6191.0,2014-07-15 14:09:12
6527,171,1066,13,,,208.0,6191.0,2014-07-15 14:09:47
6528,171,1067,13,,,208.0,5960.0,2014-07-15 14:38:11
6529,171,1068,13,,,208.0,5433.0,2014-07-15 14:59:07
6530,171,1069,13,,,208.0,5433.0,2014-07-15 15:00:04
6531,171,1070,13,,,208.0,5433.0,2014-07-15 15:01:35
6532,171,1071,13,,,208.0,5433.0,2014-07-15 15:02:15
6533,171,1072,13,,,208.0,5433.0,2014-07-15 15:02:52
6534,171,1073,13,,,208.0,5433.0,2014-07-15 15:03:36
6541,171,1080,13,,,215.0,422.0,2014-07-15 15:37:10
6542,171,1081,13,,,71.0,6215.0,2014-07-15 15:43:30
6543,171,1082,13,,,71.0,6214.0,2014-07-15 16:01:33
6544,171,1083,13,,,71.0,6214.0,2014-07-15 16:03:06
6546,171,1085,13,,,208.0,6238.0,2014-07-15 16:29:04
6547,171,1086,13,,,71.0,6178.0,2014-07-15 17:35:19
6549,171,1088,13,,,242.0,6158.0,2014-07-15 17:49:43
6551,171,1090,13,,,206.0,6180.0,2014-07-16 08:28:39
6553,171,1092,13,,,206.0,5844.0,2014-07-16 08:57:29
6555,171,1094,13,,,71.0,6215.0,2014-07-16 09:58:35
6556,171,1095,13,,,71.0,6186.0,2014-07-16 11:15:59
6597,171,1136,13,,,216.0,6166.0,2014-08-14 10:22:58
6601,171,1140,13,,,252.0,6166.0,2014-08-15 09:47:52
6603,171,1142,12,"Návrh na zřízení Vyšetřovací komise Poslanecké sněmovny Parlamentu ČR pro vyšetření závažných pochybení, která se stala při realizaci stavby dálnice D47",Olga Havlová,,,2014-08-19 10:32:21
6605,171,1144,13,,,26.0,5272.0,2014-08-25 14:43:45
6606,171,1145,13,,,26.0,6202.0,2014-08-26 12:27:50
6607,171,1146,13,,,71.0,6195.0,2014-08-27 13:25:53
6608,171,1147,13,,,71.0,6195.0,2014-08-27 13:27:02
6610,171,1149,13,,,71.0,5934.0,2014-08-27 16:22:15
6611,171,1150,13,,,71.0,5934.0,2014-08-27 16:31:48
6612,171,1151,13,,,71.0,5934.0,2014-08-27 16:32:16
6613,171,1152,13,,,71.0,5934.0,2014-08-27 16:32:36
6614,171,1153,13,,,71.0,5934.0,2014-08-27 16:32:54
6638,171,1177,13,,,71.0,5934.0,2014-08-29 09:42:20
6639,171,1178,13,,,71.0,5934.0,2014-08-29 09:42:44
6641,171,1180,13,,,71.0,6214.0,2014-08-29 09:56:44
6645,171,1184,13,,,71.0,5939.0,2014-08-31 13:58:15
6648,171,1187,13,,,71.0,5926.0,2014-09-01 07:34:16
6650,171,1189,13,,,257.0,5955.0,2014-09-01 14:22:15
6651,171,1190,13,,,71.0,5939.0,2014-09-01 17:00:15
6653,171,1192,13,,,71.0,6157.0,2014-09-02 08:38:36
6654,171,1193,13,,,71.0,6224.0,2014-09-02 09:19:09
6655,171,1194,13,,,71.0,5459.0,2014-09-02 12:15:02
6656,171,1195,13,,,71.0,6074.0,2014-09-02 11:23:01
6658,171,1197,13,,,71.0,5926.0,2014-09-02 11:54:03
6659,171,1198,13,,,71.0,4.0,2014-09-02 11:58:00
6663,171,1202,13,,,71.0,5934.0,2014-09-02 13:47:22
6664,171,1203,13,,,71.0,6182.0,2014-09-02 13:55:51
6665,171,1204,13,,,71.0,6280.0,2014-09-02 14:17:14
6666,171,1205,13,,,71.0,6280.0,2014-09-02 14:17:15
6667,171,1206,13,,,71.0,6280.0,2014-09-02 14:17:15
6668,171,1207,13,,,71.0,5502.0,2014-09-02 15:46:20
6669,171,1208,13,,,257.0,6195.0,2014-09-02 17:00:37
6714,171,1253,13,,,26.0,6202.0,2014-09-04 11:02:54
6715,171,1254,13,,,257.0,5922.0,2014-09-04 11:15:15
6732,171,1271,12,Návrh časového harmonogramu projednávání vládního návrhu zákona o státním rozpočtu České republiky na rok 2015 a střednědobých výdajových rámců na léta 2016 a 2017 v Poslanecké sněmovně a jejích orgánech,Rozpočtový výbor,0.0,1118.0,2014-09-05 13:08:18
6738,171,1277,13,,,256.0,6225.0,2014-09-08 10:29:01
6741,171,1280,13,,,252.0,6161.0,2014-09-08 11:27:22
6749,171,1288,13,,,115.0,6137.0,2014-09-08 20:35:16
6750,171,1289,13,,,115.0,6137.0,2014-09-08 20:35:16
6751,171,1290,13,,,115.0,6137.0,2014-09-08 20:35:17
6752,171,1291,13,,,115.0,6137.0,2014-09-08 20:35:17
6765,171,1304,13,,,251.0,6158.0,2014-09-09 17:54:43
6769,171,1308,13,,,209.0,6158.0,2014-09-10 10:32:00
6770,171,1309,13,,,57.0,6193.0,2014-09-10 11:08:25
6784,171,1323,13,,,251.0,5261.0,2014-09-15 10:19:37
6785,171,1324,13,,,252.0,5261.0,2014-09-15 10:20:04
6787,171,1326,13,,,57.0,6172.0,2014-09-15 12:39:53
6788,171,1327,13,,,257.0,5520.0,2014-09-15 13:24:40
6789,171,1328,13,,,242.0,5279.0,2014-09-15 15:29:30
6790,171,1329,13,,,252.0,5507.0,2014-09-15 15:32:23
6791,171,1330,13,,,252.0,5459.0,2014-09-15 17:08:00
6793,171,1332,13,,,252.0,6166.0,2014-09-16 08:40:14
6795,171,1334,13,,,257.0,6215.0,2014-09-16 08:52:35
6796,171,1335,13,,,257.0,6215.0,2014-09-16 08:56:19
6797,171,1336,13,,,288.0,6202.0,2014-09-16 09:09:33
6798,171,1337,13,,,252.0,6166.0,2014-09-16 09:10:39
6799,171,1338,13,,,49.0,6199.0,2014-09-16 09:33:23
6800,171,1339,13,,,242.0,6158.0,2014-09-16 09:27:34
6801,171,1340,13,,,251.0,6170.0,2014-09-16 10:18:15
6802,171,1341,13,,,251.0,377.0,2014-09-16 10:18:15
6803,171,1342,13,,,252.0,6170.0,2014-09-16 10:25:15
6804,171,1343,13,,,242.0,6280.0,2014-09-16 15:34:33
6805,171,1344,13,,,257.0,6149.0,2014-09-16 11:28:45
6807,171,1346,13,,,260.0,5290.0,2014-09-16 12:11:22
6808,171,1347,13,,,252.0,5520.0,2014-09-16 13:13:30
6809,171,1348,13,,,257.0,6195.0,2014-09-16 13:19:51
6810,171,1349,13,,,87.0,6185.0,2014-09-16 13:30:11
6811,171,1350,13,,,252.0,5969.0,2014-09-16 13:40:12
6812,171,1351,13,,,255.0,6105.0,2014-09-16 13:43:26
6813,171,1352,13,,,260.0,5314.0,2014-09-16 13:52:14
6814,171,1353,13,,,260.0,5314.0,2014-09-16 13:52:15
6815,171,1354,13,,,57.0,5462.0,2014-09-16 13:56:18
6816,171,1355,13,,,260.0,5314.0,2014-09-16 13:59:12
6817,171,1356,13,,,256.0,5933.0,2014-09-16 14:00:52
6818,171,1357,13,,,251.0,6074.0,2014-09-16 14:21:01
6819,171,1358,13,,,251.0,6074.0,2014-09-16 14:22:50
6820,171,1359,13,,,252.0,6074.0,2014-09-16 14:23:45
6821,171,1360,13,,,57.0,5462.0,2014-09-16 15:13:58
6825,171,1364,13,,,87.0,5290.0,2014-09-16 16:18:26
6826,171,1365,13,,,143.0,6160.0,2014-09-16 16:35:33
6828,171,1367,13,,,57.0,5989.0,2014-09-16 18:56:37
6829,171,1368,13,,,257.0,5922.0,2014-09-16 19:32:17
6830,171,1369,13,,,257.0,6207.0,2014-09-16 20:35:31
6831,171,1370,13,,,135.0,5314.0,2014-09-25 21:04:33
6833,171,1372,13,,,57.0,5844.0,2014-09-17 10:32:24
6834,171,1373,13,,,57.0,6217.0,2014-09-17 10:50:14
6836,171,1375,13,,,256.0,5933.0,2014-09-17 15:08:57
6842,171,1381,13,,,57.0,6158.0,2014-09-18 08:46:24
6848,171,1387,13,,,242.0,6165.0,2014-09-18 15:24:27
6849,171,1388,13,,,242.0,6002.0,2014-09-18 16:11:21
6850,171,1389,13,,,242.0,6002.0,2014-09-18 16:12:49
6853,171,1392,13,,,258.0,5969.0,2014-09-18 18:04:03
6854,171,1393,13,,,209.0,5969.0,2014-09-19 08:17:44
6855,171,1394,13,,,242.0,5926.0,2014-09-19 09:08:55
6857,171,1396,13,,,242.0,5926.0,2014-09-19 09:11:30
6858,171,1397,13,,,26.0,6170.0,2014-09-19 09:15:15
6863,171,1402,13,,,242.0,4.0,2014-09-19 10:09:24
6871,171,1410,13,,,144.0,6191.0,2014-09-22 10:26:33
6872,171,1411,13,,,144.0,6191.0,2014-09-22 17:13:58
6873,171,1412,13,,,258.0,5969.0,2014-09-23 08:04:29
6874,171,1413,13,,,242.0,6195.0,2014-09-23 10:24:17
6875,171,1414,13,,,256.0,6173.0,2014-09-23 11:00:52
6883,171,1422,13,,,288.0,6191.0,2014-09-23 19:00:09
6886,171,1425,13,,,144.0,6191.0,2014-09-24 16:39:28
6893,171,1432,12,Střednědobý výhled státního rozpočtu České republiky na léta 2016 a 2017,Vlada CR,,,2014-10-01 09:26:25
6931,171,1470,13,,,290.0,6163.0,2014-10-09 12:41:04
6942,171,1481,12,Návrh na zřízení vyšetřovací komise Poslanecké sněmovny k situaci v resortu dopravy v oblasti veřejných zakázek,Miroslav Kalousek a Zbyněk Stanjura,,,2014-10-10 11:35:25
6948,171,1487,13,,,293.0,6215.0,2014-10-15 14:31:32
6949,171,1488,13,,,291.0,6196.0,2014-10-15 15:08:25
6955,171,1494,13,,,307.0,5314.0,2014-10-21 14:05:05
6958,171,1497,13,,,299.0,6216.0,2014-10-22 00:12:09
6959,171,1498,13,,,299.0,6216.0,2014-10-22 00:12:10
6960,171,1499,13,,,299.0,6216.0,2014-10-22 00:12:10
6994,171,1533,13,,,291.0,6158.0,2014-10-29 15:36:24
6996,171,1535,13,,,294.0,5987.0,2014-10-29 16:02:57
6998,171,1537,13,,,295.0,68.0,2014-10-30 10:11:07
7000,171,1539,13,,,307.0,5917.0,2014-10-30 13:00:06
7001,171,1540,13,,,307.0,5314.0,2014-10-31 09:33:06
7002,171,1541,13,,,339.0,6216.0,2014-10-31 10:39:06
7006,171,1545,13,,,290.0,6166.0,2014-11-04 08:44:28
7007,171,1546,13,,,294.0,5943.0,2014-11-04 09:40:14
7009,171,1548,13,,,291.0,6221.0,2014-11-04 11:58:17
7010,171,1549,13,,,295.0,5520.0,2014-11-04 11:55:37
7011,171,1550,13,,,290.0,6146.0,2014-11-04 13:12:01
7012,171,1551,13,,,290.0,6218.0,2014-11-04 13:35:19
7013,171,1552,13,,,291.0,6074.0,2014-11-04 13:44:47
7014,171,1553,13,,,291.0,6074.0,2014-11-04 13:47:35
7015,171,1554,13,,,291.0,6074.0,2014-11-04 13:48:42
7016,171,1555,13,,,144.0,5313.0,2014-11-04 14:22:32
7018,171,1557,13,,,297.0,6223.0,2014-11-04 16:41:43
7033,171,1572,13,,,288.0,6189.0,2014-11-07 15:41:06
7034,171,1573,13,,,288.0,6189.0,2014-11-07 15:41:06
7043,171,1582,13,,,299.0,6217.0,2014-11-12 12:27:05
7049,171,1588,13,,,304.0,6224.0,2014-11-12 15:43:24
7060,171,1599,13,,,288.0,5962.0,2014-11-13 14:06:25
7097,171,1636,13,,,339.0,6143.0,2014-11-14 10:05:44
7098,171,1637,13,,,339.0,6143.0,2014-11-14 10:09:38
7124,171,1663,13,,,300.0,6137.0,2014-11-17 09:52:46
7136,171,1675,12,Stanovení výše odměn členům Kontrolní rady Grantové agentury ČR,Výbor pro vědu vzdělání kulturu mládež a tělovýchovu,0.0,1129.0,2014-11-20 13:31:45
7137,171,1676,12,Návrh na zřízení stálé komise Poslanecké sněmovny pro práci Kanceláře Poslanecké sněmovny,Organizační výbor,,,2014-11-20 15:48:31
7151,171,1690,13,,,301.0,6145.0,2014-11-25 14:11:02
7152,171,1691,13,,,301.0,6145.0,2014-11-25 14:16:24
7158,171,1697,13,,,331.0,5272.0,2014-11-26 09:34:11
7160,171,1699,12,Závěrečná zpráva vyšetřovací komise Poslanecké sněmovny k prověření způsobu vyšetřování kauzy Opencard     ,Vyšetřovací komise Poslanecké sněmovny   k prověření způsobu vyšetřování kauzy Opencard,,,2014-11-26 14:44:54
7161,171,1700,12,Návrh usnesení Poslanecké sněmovny k podpoře občanského vzdělávání,Mihola Jiří,,,2014-11-27 08:17:56
7162,171,1701,13,,,292.0,6166.0,2014-11-27 09:22:35
7171,171,1710,13,,,331.0,6202.0,2014-12-01 16:30:19
7174,171,1713,13,,,299.0,6230.0,2014-12-02 12:45:28
7175,171,1714,13,,,331.0,5844.0,2014-12-02 12:54:27
7176,171,1715,13,,,277.0,6105.0,2014-12-02 12:51:04
7177,171,1716,13,,,299.0,5844.0,2014-12-02 12:52:23
7178,171,1717,13,,,339.0,6216.0,2014-12-02 12:55:05
7179,171,1718,13,,,331.0,5513.0,2014-12-02 13:11:05
7180,171,1719,13,,,331.0,5520.0,2014-12-02 13:18:39
7183,171,1722,13,,,277.0,6222.0,2014-12-02 14:13:17
7184,171,1723,13,,,277.0,5462.0,2014-12-02 14:17:54
7185,171,1724,13,,,331.0,6178.0,2014-12-02 14:27:31
7186,171,1725,13,,,339.0,6216.0,2014-12-02 14:31:06
7187,171,1726,13,,,300.0,6161.0,2014-12-02 15:42:33
7188,171,1727,13,,,339.0,6217.0,2014-12-02 15:38:06
7189,171,1728,13,,,288.0,6161.0,2014-12-02 15:52:30
7190,171,1729,13,,,299.0,6172.0,2014-12-02 16:19:53
7191,171,1730,13,,,339.0,346.0,2014-12-02 16:56:05
7192,171,1731,13,,,300.0,6279.0,2014-12-02 16:45:15
7193,171,1732,13,,,299.0,6217.0,2014-12-02 16:56:06
7194,171,1733,13,,,331.0,5933.0,2014-12-02 17:08:55
7195,171,1734,13,,,331.0,467.0,2014-12-02 18:07:37
7197,171,1736,13,,,339.0,6217.0,2014-12-02 18:49:05
7198,171,1737,13,,,339.0,6217.0,2014-12-02 18:49:06
7200,171,1739,13,,,331.0,6191.0,2014-12-03 12:15:17
7201,171,1740,13,,,331.0,6147.0,2014-12-03 08:58:05
7202,171,1741,13,,,331.0,6178.0,2014-12-03 09:42:37
7203,171,1742,13,,,331.0,5957.0,2014-12-03 09:45:55
7204,171,1743,13,,,331.0,5957.0,2014-12-03 09:46:40
7205,171,1744,13,,,331.0,5957.0,2014-12-03 09:47:11
7206,171,1745,13,,,331.0,6175.0,2014-12-03 09:59:37
7207,171,1746,13,,,331.0,5965.0,2014-12-03 10:56:16
7208,171,1747,13,,,331.0,6191.0,2014-12-03 12:10:14
7209,171,1748,13,,,299.0,467.0,2014-12-03 11:30:50
7210,171,1749,13,,,339.0,467.0,2014-12-03 11:33:20
7211,171,1750,13,,,331.0,6207.0,2014-12-03 11:40:45
7212,171,1751,13,,,331.0,5969.0,2014-12-03 12:26:42
7213,171,1752,13,,,331.0,5502.0,2014-12-03 12:34:50
7214,171,1753,13,,,331.0,5506.0,2014-12-03 12:58:02
7218,171,1757,13,,,288.0,6176.0,2014-12-03 14:48:59
7220,171,1759,13,,,299.0,5969.0,2014-12-03 15:08:56
7223,171,1762,13,,,299.0,6217.0,2014-12-03 19:20:06
7253,171,1792,12,Kauza Denise a Davida Michalákových v Norsku     ,Chalánková Jitka,,,2014-12-17 13:18:16
7272,171,1811,13,,,288.0,5955.0,2015-01-06 13:57:08
7273,171,1812,13,,,308.0,6170.0,2015-01-06 15:09:08
7282,171,1821,13,,,219.0,6156.0,2015-01-12 18:29:43
7285,171,1824,13,,,288.0,6180.0,2015-01-13 13:50:23
7286,171,1825,13,,,288.0,5447.0,2015-01-13 16:00:32
7288,171,1827,13,,,288.0,6223.0,2015-01-14 11:49:19
7309,171,1848,13,,,288.0,6007.0,2015-01-16 10:15:51
7326,171,1865,13,,,351.0,5700.0,2015-01-19 15:26:56
7327,171,1866,13,,,351.0,5700.0,2015-01-19 15:28:37
7328,171,1867,13,,,351.0,5700.0,2015-01-19 15:29:59
7330,171,1869,13,,,288.0,6212.0,2015-01-19 16:46:30
7331,171,1870,13,,,288.0,6212.0,2015-01-19 16:47:53
7332,171,1871,13,,,288.0,6212.0,2015-01-19 16:49:05
7333,171,1872,13,,,288.0,6212.0,2015-01-19 16:50:12
7334,171,1873,13,,,301.0,5700.0,2015-01-20 13:05:15
7337,171,1876,13,,,270.0,5909.0,2015-01-20 14:39:59
7338,171,1877,13,,,301.0,6175.0,2015-01-20 14:42:06
7339,171,1878,13,,,298.0,5844.0,2015-01-20 14:50:59
7342,171,1881,13,,,305.0,6165.0,2015-01-20 15:24:41
7343,171,1882,13,,,288.0,6193.0,2015-01-20 15:32:14
7344,171,1883,13,,,144.0,5513.0,2015-01-20 15:37:00
7346,171,1885,13,,,301.0,5989.0,2015-01-20 16:46:40
7350,171,1889,13,,,288.0,5957.0,2015-01-20 18:09:41
7352,171,1891,13,,,305.0,6280.0,2015-01-20 18:58:00
7353,171,1892,13,,,288.0,6189.0,2015-01-21 08:51:10
7356,171,1895,13,,,288.0,6189.0,2015-01-21 09:38:08
7357,171,1896,13,,,288.0,6189.0,2015-01-21 09:38:08
7360,171,1899,13,,,288.0,5502.0,2015-01-21 10:10:55
7377,171,1916,13,,,351.0,5989.0,2015-01-23 11:00:12
7378,171,1917,13,,,351.0,5989.0,2015-01-23 11:01:33
7380,171,1919,13,,,352.0,377.0,2015-01-26 10:52:07
7381,171,1920,13,,,270.0,6223.0,2015-03-05 10:38:13
7382,171,1921,13,,,374.0,6172.0,2015-01-28 10:01:31
7383,171,1922,13,,,366.0,467.0,2015-01-28 13:30:09
7388,171,1927,13,,,156.0,6206.0,2015-01-29 13:53:13
7389,171,1928,13,,,156.0,6206.0,2015-01-29 14:03:34
7415,171,1954,13,,,351.0,6195.0,2015-02-10 12:22:26
7426,171,1965,12,Návrh Pravidel hospodaření poslaneckých klubů pro rok 2015,Organizační výbor,,,2015-02-11 16:32:04
7427,171,1966,13,,,374.0,6137.0,2015-02-12 10:52:30
7429,171,1968,13,,,144.0,6192.0,2015-02-15 14:44:07
7442,171,1981,12,Informace předsedy vlády ČR pro PS PČR ke kauze Denise a Davida Michalákových v Norsku na základě přijatého usnesení č. 545 Poslanecké sněmovny ze dne 9. 12. 2014,Jitka Chalánková,,,2015-02-23 10:41:00
7463,171,2002,13,,,386.0,5917.0,2015-03-02 14:26:02
7481,171,2020,13,,,366.0,6223.0,2015-03-05 10:35:11
7489,171,2028,13,,,270.0,6176.0,2015-03-06 16:00:47
7490,171,2029,13,,,169.0,6192.0,2015-03-08 13:37:53
7492,171,2031,13,,,351.0,6141.0,2015-03-09 15:29:16
7493,171,2032,13,,,351.0,6191.0,2015-03-09 15:41:18
7494,171,2033,13,,,351.0,5506.0,2015-03-09 16:30:37
7495,171,2034,13,,,270.0,6214.0,2015-03-09 21:45:03
7498,171,2037,13,,,270.0,5991.0,2015-03-10 08:54:17
7500,171,2039,13,,,270.0,6211.0,2015-03-10 10:34:03
7501,171,2040,13,,,270.0,6207.0,2015-03-10 10:42:07
7502,171,2041,13,,,337.0,4.0,2015-03-10 11:29:45
7503,171,2042,13,,,351.0,422.0,2015-03-10 12:48:32
7504,171,2043,13,,,270.0,6209.0,2015-03-10 13:18:41
7505,171,2044,13,,,351.0,6146.0,2015-03-10 13:20:44
7506,171,2045,13,,,382.0,5520.0,2015-03-10 13:24:25
7507,171,2046,13,,,270.0,6182.0,2015-03-10 13:56:13
7509,171,2048,13,,,270.0,5290.0,2015-03-10 14:46:38
7513,171,2052,13,,,366.0,5962.0,2015-03-10 15:23:17
7514,171,2053,13,,,270.0,5290.0,2015-03-10 15:26:25
7515,171,2054,13,,,351.0,5989.0,2015-03-10 15:55:46
7518,171,2057,13,,,351.0,6191.0,2015-03-11 08:03:55
7519,171,2058,13,,,351.0,6288.0,2015-03-11 10:02:37
7524,171,2063,13,,,351.0,6191.0,2015-03-11 15:06:30
7527,171,2066,13,,,270.0,6143.0,2015-03-12 09:09:42
7529,171,2068,13,,,156.0,6237.0,2015-03-12 15:12:02
7550,171,2089,12,"Návrh časového harmonogramu projednávání vládního návrhu státního závěrečného účtu České republiky za rok 2014 v Poslanecké sněmovně a jejích orgánech, návrh na jeho přikázání a přikázání jeho kapitol včetně vztahu k státním fondům výborům k projednání a ukončení projednávání vládního návrhu státního závěrečného účtu České republiky za rok 2012 v Poslanecké sněmovně",Rozpočtový výbor,0.0,1118.0,2015-03-19 09:57:52
7555,171,2094,13,,,386.0,6221.0,2015-03-19 18:37:54
7556,171,2095,13,,,386.0,6221.0,2015-03-19 19:42:56
7569,171,2108,13,,,374.0,6182.0,2015-03-24 16:48:25
7570,171,2109,13,,,374.0,6182.0,2015-03-24 16:50:57
7571,171,2110,13,,,374.0,6182.0,2015-03-24 16:53:16
7575,171,2114,13,,,374.0,5939.0,2015-03-25 13:51:03
7576,171,2115,13,,,181.0,6168.0,2015-03-26 11:27:11
7580,171,2119,13,,,363.0,5939.0,2015-03-26 16:33:03
7585,171,2124,12,"Návrh na zřízení vyšetřovací komise Poslanecké sněmovny k prošetření správnosti, hospodárnosti a zákonnosti postupů osob, které jsou odpovědné za projekt, stavbu a  stavební dohled při projektování a výstavbě pražského tunelového komplexu Blanka, a osob odpovědných za ochranu zájmů investora při realizaci tunelového komplexu Blanka.",B.Schwarz,,,2015-03-30 10:25:03
7591,171,2130,13,,,270.0,6176.0,2015-03-31 10:36:46
7592,171,2131,12,Návrh usnesení k informaci předsedy vlády ČR pro PS PČR ke kauze Denise a Davida Michalákových v Norsku na základě přijatého usnesení č. 545 Poslanecké sněmovny ze dne 9. 12. 2014,MUDr. Jitka Chalánková,,,2015-03-31 11:27:29
7594,171,2133,13,,,181.0,5926.0,2015-03-31 13:01:26
7596,171,2135,13,,,181.0,5926.0,2015-03-31 13:07:27
7604,171,2143,13,,,374.0,5700.0,2015-04-01 14:43:42
7610,171,2149,13,,,181.0,6236.0,2015-04-07 13:11:29
7611,171,2150,13,,,374.0,5282.0,2015-04-07 13:23:31
7614,171,2153,13,,,181.0,5926.0,2015-04-07 15:48:28
7615,171,2154,13,,,181.0,6165.0,2015-04-07 16:01:39
7616,171,2155,13,,,181.0,6236.0,2015-04-07 18:39:44
7622,171,2161,13,,,181.0,6236.0,2015-04-09 08:30:01
7623,171,2162,13,,,219.0,6217.0,2015-04-09 08:59:02
7631,171,2170,13,,,386.0,5917.0,2015-04-10 12:38:03
7637,171,2176,13,,,417.0,6227.0,2015-04-14 11:27:02
7638,171,2177,13,,,418.0,6227.0,2015-04-14 11:34:02
7661,171,2200,13,,,358.0,6224.0,2015-04-16 10:23:14
7671,171,2210,12,"Zpráva o činnosti komise PS pro kontrolu použití odposlechů, záznamů telekomunikačního provozu, použití sledování osob a věcí a rušení provozu elektronických komunikací za rok 2014",SKKPO,,,2015-04-17 12:37:58
7686,171,2225,13,,,296.0,6223.0,2015-04-23 09:52:23
7694,171,2233,12,Stanovení výše odměn členům Kontrolní rady Technologické agentury ČR,Výbor pro vědu vzdělání kulturu mládež a tělovýchovu,0.0,1129.0,2015-04-23 14:30:23
7701,171,2240,13,,,42.0,6165.0,2015-04-27 09:17:45
7702,171,2241,13,,,146.0,5969.0,2015-04-27 10:08:18
7703,171,2242,13,,,296.0,5955.0,2015-04-27 13:08:02
7707,171,2246,13,,,417.0,377.0,2015-04-27 14:32:03
7708,171,2247,13,,,417.0,377.0,2015-04-27 14:32:03
7709,171,2248,13,,,156.0,6206.0,2015-04-27 15:13:04
7710,171,2249,13,,,164.0,5934.0,2015-04-27 15:36:59
7711,171,2250,13,,,363.0,5926.0,2015-04-27 21:24:21
7712,171,2251,13,,,270.0,6137.0,2015-04-28 07:41:52
7713,171,2252,13,,,386.0,6161.0,2015-04-28 08:45:39
7715,171,2254,13,,,386.0,6161.0,2015-04-28 08:48:27
7717,171,2256,13,,,270.0,6176.0,2015-04-28 11:08:36
7718,171,2257,13,,,42.0,6165.0,2015-04-28 11:32:02
7719,171,2258,13,,,417.0,6158.0,2015-04-28 12:01:57
7722,171,2261,13,,,417.0,6146.0,2015-04-28 12:47:04
7723,171,2262,13,,,415.0,5987.0,2015-04-28 13:07:13
7724,171,2263,13,,,386.0,6209.0,2015-04-28 13:31:30
7725,171,2264,13,,,270.0,6207.0,2015-04-28 13:31:05
7726,171,2265,13,,,42.0,5909.0,2015-04-28 13:46:11
7727,171,2266,13,,,376.0,5917.0,2015-04-28 13:56:03
7728,171,2267,13,,,363.0,6161.0,2015-04-28 14:01:01
7729,171,2268,13,,,386.0,6221.0,2015-04-28 14:04:03
7730,171,2269,13,,,270.0,6209.0,2015-04-28 14:06:56
7731,171,2270,13,,,376.0,6221.0,2015-04-28 14:12:54
7732,171,2271,13,,,368.0,6165.0,2015-04-28 14:43:58
7733,171,2272,13,,,386.0,5314.0,2015-04-28 14:28:03
7734,171,2273,13,,,42.0,6165.0,2015-04-28 14:46:18
7735,171,2274,13,,,417.0,6191.0,2015-04-28 14:49:47
7738,171,2277,13,,,386.0,5290.0,2015-04-28 15:11:15
7739,171,2278,13,,,358.0,6079.0,2015-04-28 15:25:22
7740,171,2279,13,,,386.0,6221.0,2015-04-28 15:29:49
7741,171,2280,13,,,386.0,6161.0,2015-04-28 15:47:35
7742,171,2281,13,,,363.0,6217.0,2015-04-28 16:01:03
7743,171,2282,13,,,368.0,4.0,2015-04-28 16:33:47
7744,171,2283,13,,,358.0,6224.0,2015-04-28 17:16:13
7745,171,2284,13,,,363.0,6217.0,2015-04-28 17:36:03
7746,171,2285,13,,,386.0,5279.0,2015-04-28 17:49:39
7747,171,2286,13,,,385.0,5989.0,2015-04-28 18:19:25
7749,171,2288,13,,,376.0,6221.0,2015-04-29 09:30:13
7753,171,2292,13,,,376.0,6209.0,2015-04-29 12:08:13
7762,171,2301,13,,,379.0,6237.0,2015-05-04 14:19:02
7766,171,2305,13,,,270.0,5290.0,2015-05-05 14:43:29
