id_poradi,id_typ,steno
1432,10,0
1433,10,0
1434,10,0
1435,10,0
1436,10,0
1437,10,0
1438,10,0
1439,10,0
1440,10,0
1441,10,0
1442,10,0
1443,10,0
1444,10,0
1445,10,0
1446,10,0
1447,10,0
1448,10,0
1449,10,0
1450,10,0
1451,10,0
1452,10,0
1453,10,0
1454,10,0
1455,10,0
1456,10,0
1457,10,0
1458,10,0
1459,10,0
1460,10,0
1461,10,0
1462,10,0
1463,10,0
1464,10,0
1465,10,0
1466,10,0
1467,10,0
1468,10,0
1469,10,0
1470,10,0
1471,10,0
1472,10,0
1473,10,0
1474,10,0
1475,10,0
1476,10,0
1477,10,0
1478,10,0
1479,10,0
1480,10,0
1481,10,0
1482,10,0
1483,10,0
1484,10,0
1485,10,0
1486,10,0
1487,10,0
1488,2,65
1489,10,0
1490,10,0
1491,10,0
1492,10,0
1493,10,0
1494,10,0
1495,10,0
1496,10,0
1497,10,0
1498,10,0
1499,10,0
1500,10,0
1501,7,65
1502,10,0
1503,10,0
1504,1,27
1505,10,0
1506,10,0
1507,10,0
1508,10,0
1509,10,0
1510,2,29
1511,10,0
1512,2,65
1513,10,0
1514,10,0
1515,10,0
1516,10,0
1517,10,0
1518,10,0
1519,10,0
1520,10,0
1521,10,0
1522,1,29
1523,10,0
1524,10,0
1525,10,0
1526,10,0
1527,10,0
1528,10,0
1529,10,0
1530,10,0
1531,10,0
1532,10,0
1533,10,0
1534,10,0
1535,10,0
1536,10,0
1537,10,0
1538,10,0
1539,10,0
1540,10,0
1541,10,0
1542,10,0
1543,10,0
1544,10,0
1545,10,0
1546,10,0
1547,10,0
1548,10,0
1549,10,0
1550,10,0
1551,10,0
1552,10,0
1553,10,0
1554,10,0
1555,10,0
1556,10,0
1557,10,0
1558,10,0
1559,10,0
1560,10,0
1561,10,0
1562,10,0
1563,10,0
1564,10,0
1565,10,0
1566,10,0
1567,10,0
1568,10,0
1569,10,0
1570,10,0
1571,10,0
1572,10,0
1573,10,0
1574,10,0
1575,10,0
1576,10,0
1577,10,0
1578,10,0
1579,10,0
1580,10,0
1581,10,0
1582,10,0
1583,6,28
1584,10,0
1585,10,0
1586,10,0
1587,10,0
1588,10,0
1589,10,0
1590,10,0
1591,10,0
1592,10,0
1593,10,0
1594,10,0
1595,10,0
1596,10,0
1597,10,0
1598,10,0
1599,10,0
1600,10,0
1601,10,0
1602,10,0
1603,10,0
1604,10,0
1605,10,0
1606,10,0
1607,10,0
1608,1,26
1609,10,0
1610,10,0
1611,10,0
1612,10,0
1613,10,0
1614,10,0
1615,10,0
1616,10,0
1617,10,0
1618,10,0
1619,10,0
1620,10,0
1621,10,0
1622,10,0
1623,10,0
1624,10,0
1625,10,0
1626,10,0
1627,10,0
1628,10,0
1629,10,0
1630,10,0
1631,10,0
1632,10,0
1633,10,0
1634,10,0
1635,10,0
1636,10,0
1637,10,0
1638,10,0
1639,10,0
1640,10,0
1641,10,0
1642,10,0
1643,10,0
1644,10,0
1645,10,0
1646,10,0
1647,10,0
1648,10,0
1649,10,0
1650,10,0
1651,10,0
1652,10,0
1653,10,0
1654,10,0
1655,2,62
1656,10,0
1657,10,0
1658,10,0
1659,10,0
1660,10,0
1661,10,0
1662,10,0
1663,10,0
1664,10,0
1665,2,63
1666,10,0
1667,10,0
1668,10,0
1669,10,0
1670,10,0
1671,1,27
1672,10,0
1673,10,0
1674,10,0
1675,10,0
1676,10,0
1677,10,0
1678,10,0
1679,1,26
1680,10,0
1681,10,0
1682,10,0
1683,10,0
1684,5,26
1685,10,0
1686,10,0
1687,10,0
1688,10,0
1689,10,0
1690,10,0
1691,10,0
1692,1,28
1693,10,0
1694,10,0
1695,10,0
1696,6,28
1697,10,0
1698,10,0
1699,10,0
1700,10,0
1701,10,0
1702,10,0
1703,10,0
1704,10,0
1705,10,0
1706,10,0
1707,10,0
1708,10,0
1709,10,0
1710,10,0
1711,10,0
1712,10,0
1713,10,0
1714,10,0
1715,10,0
1716,10,0
1717,10,0
1718,2,65
1719,10,0
1720,10,0
1721,10,0
1722,10,0
1723,10,0
1724,1,28
1725,2,28
1726,10,0
1727,10,0
1728,10,0
1729,10,0
1730,10,0
1731,10,0
1732,10,0
1733,10,0
1734,10,0
1735,8,20
1736,10,0
1737,10,0
1738,10,0
1739,10,0
1740,10,0
1741,10,0
1742,10,0
1743,10,0
1744,10,0
1745,10,0
1746,10,0
1747,10,0
1748,10,0
1749,10,0
1750,10,0
1751,10,0
1752,10,0
1753,10,0
1754,10,0
1755,10,0
1756,10,0
1757,10,0
1758,10,0
1759,10,0
1760,10,0
1761,10,0
1762,10,0
1763,10,0
1764,10,0
1765,2,18
1766,10,0
1767,10,0
1768,10,0
1769,10,0
1770,10,0
1771,10,0
1772,10,0
1773,10,0
1774,10,0
1775,10,0
1776,10,0
1777,10,0
1778,10,0
1779,10,0
1780,10,0
1781,10,0
1782,10,0
1783,10,0
1784,10,0
1785,10,0
1786,10,0
1787,10,0
1788,10,0
1789,10,0
1790,10,0
1791,10,0
1792,10,0
1793,10,0
1794,10,0
1795,10,0
1796,10,0
1797,2,19
1798,10,0
1799,10,0
1800,10,0
1801,10,0
1802,5,19
1803,10,0
1804,10,0
1805,10,0
1806,10,0
1807,10,0
1808,10,0
1809,10,0
1810,10,0
1811,10,0
1812,10,0
1813,10,0
1814,10,0
1815,10,0
1816,10,0
1817,10,0
1818,2,17
1819,10,0
1820,10,0
1821,10,0
1822,10,0
1823,10,0
1824,10,0
1825,10,0
1826,10,0
1827,10,0
1828,10,0
1829,10,0
1830,10,0
1831,10,0
1832,5,17
1833,10,0
1834,10,0
1835,1,17
1836,10,0
1837,5,18
1838,10,0
1839,10,0
1840,10,0
1841,10,0
1842,10,0
1843,10,0
1844,10,0
1845,10,0
1846,10,0
1847,10,0
1848,1,17
1849,10,0
1850,10,0
1851,10,0
1852,10,0
1853,10,0
1854,10,0
1855,10,0
1856,10,0
1857,10,0
1858,10,0
1859,10,0
1860,10,0
1861,10,0
1862,10,0
1863,10,0
1864,10,0
1865,10,0
1866,10,0
1867,10,0
1868,10,0
1869,10,0
1870,10,0
1871,10,0
1872,10,0
1873,1,20
1874,10,0
1875,10,0
1876,10,0
1877,10,0
1878,10,0
1879,10,0
1880,10,0
1881,10,0
1882,1,19
1883,10,0
1884,10,0
1885,10,0
1886,10,0
1887,10,0
1888,10,0
1889,10,0
1890,10,0
1891,10,0
1892,10,0
1893,10,0
1894,10,0
1895,10,0
1896,10,0
1897,10,0
1898,10,0
1899,10,0
1900,10,0
1901,10,0
1902,10,0
1903,10,0
1904,10,0
1905,10,0
1906,10,0
1907,10,0
1908,10,0
1909,10,0
1910,10,0
1911,10,0
1912,10,0
1913,10,0
1914,10,0
1915,10,0
1916,10,0
1917,10,0
1918,10,0
1919,10,0
1920,10,0
1921,10,0
1922,10,0
1923,5,18
1924,10,0
1925,10,0
1926,10,0
1927,2,17
1928,10,0
1929,10,0
1930,10,0
1931,10,0
1932,10,0
1933,10,0
1934,10,0
1935,10,0
1936,10,0
1937,10,0
1938,10,0
1939,10,0
1940,10,0
1941,10,0
1942,10,0
1943,10,0
1944,1,20
1945,10,0
1946,10,0
1947,7,20
1948,10,0
1949,10,0
1950,10,0
1951,10,0
1952,10,0
1953,10,0
1954,10,0
1955,10,0
1956,10,0
1957,10,0
1958,10,0
1959,10,0
1960,10,0
1961,10,0
1962,10,0
1963,10,0
1964,10,0
1965,10,0
1966,10,0
1967,10,0
1968,10,0
1969,10,0
1970,10,0
1971,10,0
1972,10,0
1973,10,0
1974,10,0
1975,10,0
1976,10,0
1977,10,0
1978,10,0
1979,10,0
1980,1,19
1981,10,0
1982,10,0
1983,10,0
1984,10,0
1985,10,0
1986,10,0
1987,10,0
1988,10,0
1989,10,0
1990,10,0
1991,10,0
1992,10,0
1993,10,0
1994,10,0
1995,10,0
1996,10,0
1997,10,0
1998,10,0
1999,10,0
2000,10,0
2001,10,0
2002,10,0
2003,10,0
2004,10,0
2005,10,0
2006,10,0
2007,10,0
2008,10,0
2009,10,0
2010,10,0
2011,10,0
2012,10,0
2013,10,0
2014,10,0
2015,10,0
2016,10,0
2017,10,0
2018,10,0
2019,10,0
2020,10,0
2021,10,0
2022,10,0
2023,10,0
2024,10,0
2025,10,0
2026,10,0
2027,10,0
2028,10,0
2029,10,0
2030,2,19
2031,10,0
2032,10,0
2033,10,0
2034,10,0
2035,10,0
2036,10,0
2037,10,0
2038,10,0
2039,10,0
2040,10,0
2041,10,0
2042,10,0
2043,10,0
2044,10,0
2045,10,0
2046,10,0
2047,10,0
2048,10,0
2049,10,0
2050,10,0
2051,10,0
2052,10,0
2053,10,0
2054,10,0
2055,10,0
2056,10,0
2057,8,18
2058,10,0
2059,10,0
2060,10,0
2061,10,0
2062,10,0
2063,10,0
2064,10,0
2065,10,0
2066,10,0
2067,10,0
2068,10,0
2069,10,0
2070,10,0
2071,10,0
2072,10,0
2073,10,0
2074,10,0
2075,10,0
2076,10,0
2077,10,0
2078,10,0
2079,10,0
2080,10,0
2081,10,0
2082,10,0
2083,10,0
2084,10,0
2085,10,0
2086,10,0
2087,10,0
2088,10,0
2089,10,0
2090,10,0
2091,10,0
2092,7,18
2093,10,0
2094,10,0
2095,10,0
2096,10,0
2097,10,0
2098,10,0
2099,10,0
2100,10,0
2101,10,0
2102,10,0
2103,10,0
2104,10,0
2105,10,0
2106,10,0
2107,10,0
2108,10,0
2109,10,0
2110,10,0
2111,10,0
2112,10,0
2113,10,0
2114,10,0
2115,10,0
2116,10,0
2117,10,0
2118,10,0
2119,10,0
2120,10,0
2121,10,0
2122,10,0
2123,10,0
2124,10,0
2125,10,0
2126,10,0
2127,10,0
2128,10,0
2129,10,0
2130,10,0
2131,10,0
2132,10,0
2133,10,0
2134,10,0
2135,10,0
2136,10,0
2137,10,0
2138,10,0
2139,10,0
2140,10,0
2141,10,0
2142,10,0
2143,10,0
2144,10,0
2145,10,0
2146,10,0
2147,10,0
2148,10,0
2149,10,0
2150,10,0
2151,10,0
2152,10,0
2153,10,0
2154,10,0
2155,10,0
2156,10,0
2157,2,18
2158,10,0
2159,10,0
2160,10,0
2161,10,0
2162,10,0
2163,10,0
2164,10,0
2165,10,0
2166,10,0
2167,10,0
2168,10,0
2169,10,0
2170,10,0
2171,10,0
2172,10,0
2173,10,0
2174,10,0
2175,10,0
2176,10,0
2177,10,0
2178,10,0
2179,10,0
2180,10,0
2181,2,18
2182,10,0
2183,10,0
2184,10,0
2185,10,0
2186,10,0
2187,10,0
2188,10,0
2189,10,0
2190,10,0
2191,10,0
2192,10,0
2193,10,0
2194,10,0
2195,10,0
2196,10,0
2197,10,0
2198,10,0
2199,10,0
2200,10,0
2201,10,0
2202,10,0
2203,10,0
2204,10,0
2205,10,0
2206,10,0
2207,10,0
2208,10,0
2209,10,0
2210,2,53
2211,10,0
2212,10,0
2213,10,0
2214,10,0
2215,1,51
2216,2,25
2217,1,51
2218,10,0
2219,1,25
2220,10,0
2221,2,26
2222,10,0
2223,10,0
2224,10,0
2225,2,52
2226,10,0
2227,1,27
2228,10,0
2229,10,0
2230,10,0
2231,2,26
2232,2,26
2233,10,0
2234,2,25
2235,1,25
2236,10,0
2237,10,0
2238,10,0
2239,10,0
2240,10,0
2241,10,0
2242,10,0
2243,10,0
2244,10,0
2245,10,0
2246,10,0
2247,10,0
2248,10,0
2249,10,0
2250,10,0
2251,10,0
2252,10,0
2253,10,0
2254,10,0
2255,10,0
2256,10,0
2257,10,0
2258,10,0
2259,10,0
2260,10,0
2261,10,0
2262,2,52
2263,10,0
2264,10,0
2265,10,0
2266,10,0
2267,10,0
2268,2,52
2269,1,53
2270,10,0
2271,10,0
2272,10,0
2273,10,0
2274,10,0
2275,1,25
2276,2,26
2277,10,0
2278,2,24
2279,10,0
2280,1,51
2281,10,0
2282,10,0
2283,10,0
2284,10,0
2285,10,0
2286,10,0
2287,10,0
2288,10,0
2289,10,0
2290,10,0
2291,10,0
2292,10,0
2293,10,0
2294,1,53
2295,10,0
2296,10,0
2297,1,53
2298,6,26
2299,10,0
2300,10,0
2301,2,27
2302,10,0
2303,2,52
2304,10,0
2305,10,0
2306,1,26
2307,10,0
2308,10,0
2309,10,0
2310,10,0
2311,1,52
2312,2,53
2313,10,0
2314,10,0
2315,2,26
2316,10,0
2317,10,0
2318,10,0
2319,10,0
2320,10,0
2321,2,25
2322,2,51
2323,10,0
2324,2,51
2325,2,50
2326,10,0
2327,10,0
2328,10,0
2329,10,0
2330,10,0
2331,10,0
2332,10,0
2333,10,0
2334,10,0
2335,10,0
2336,10,0
2337,1,27
2338,10,0
2339,10,0
2340,10,0
2341,10,0
2342,1,22
2343,7,62
2344,9,63
2345,10,0
2346,7,64
2347,7,64
2348,7,63
2349,7,64
2350,7,63
2351,2,21
2352,7,62
2353,2,24
2354,6,64
2355,6,64
2356,6,65
2357,6,63
2358,10,0
2359,10,0
2360,10,0
2361,1,23
2362,10,0
2363,1,23
2364,7,64
2365,7,64
2366,10,0
2367,1,24
2368,7,63
2369,7,63
2370,7,64
2371,10,0
2372,7,65
2373,7,63
2374,10,0
2375,7,64
2376,10,0
2377,7,63
2378,10,0
2379,7,64
2380,7,65
2381,10,0
2382,1,24
2383,10,0
2384,1,22
2385,6,24
2386,10,0
2387,2,23
2388,7,63
2389,10,0
2390,7,64
2391,1,64
2392,10,0
2393,7,62
2394,2,22
2395,7,62
2396,7,63
2397,7,62
2398,7,62
2399,7,62
2400,7,62
2401,7,63
2402,7,62
2403,10,0
2404,10,0
2405,7,64
2406,1,23
2407,7,64
2408,2,23
2409,7,64
2410,7,64
2411,7,63
2412,7,62
2413,7,62
2414,7,62
2415,9,63
2416,2,22
2417,7,62
2418,1,22
2419,1,21
2420,7,63
2421,2,22
2422,2,22
2423,7,63
2424,1,63
2425,7,64
2426,7,63
2427,11,64
2428,11,65
2429,7,63
2430,10,0
2431,7,65
2432,7,64
2433,10,0
2434,7,64
2435,7,64
2455,1,24
2456,10,0
2457,10,0
2458,10,0
2459,10,0
2460,10,0
2461,10,0
2462,10,0
2463,10,0
2464,2,52
2465,10,0
2466,10,0
2467,2,25
2468,10,0
2469,10,0
2470,1,24
2471,10,0
2472,2,52
2473,10,0
2474,10,0
2475,10,0
2476,10,0
2477,10,0
2478,2,24
2479,10,0
2480,10,0
2481,1,53
2482,10,0
2483,10,0
2484,10,0
2485,10,0
2486,10,0
2487,10,0
2488,10,0
2489,10,0
2490,2,24
2491,10,0
2492,1,26
2493,1,26
2494,1,14
2495,10,0
2496,10,0
2497,10,0
2498,10,0
2499,1,52
2500,10,0
2501,10,0
2502,1,50
2503,1,24
2504,1,23
2505,1,51
2506,10,0
2507,2,24
2508,1,25
2509,10,0
2510,10,0
2511,2,26
2512,10,0
2513,10,0
2514,1,25
2515,10,0
2516,10,0
2517,10,0
2518,1,52
2519,10,0
2520,10,0
2521,10,0
2522,10,0
2523,1,25
2524,10,0
2525,10,0
2526,10,0
2527,1,53
2528,10,0
2529,10,0
2530,10,0
2531,10,0
2532,1,26
2533,10,0
2534,2,25
2535,10,0
2536,10,0
2537,2,51
2538,10,0
2539,1,50
2540,10,0
2541,1,51
2542,1,23
2543,10,0
2544,10,0
2545,2,23
2546,10,0
2547,10,0
2548,2,25
2549,10,0
2550,10,0
2551,10,0
2552,10,0
2553,10,0
2554,9,24
2555,10,0
2556,1,63
2557,10,0
2558,10,0
2559,10,0
2560,10,0
2561,2,24
2562,2,23
2563,10,0
2564,2,62
2565,2,63
2566,10,0
2567,1,62
2568,2,62
2569,1,62
2570,10,0
2571,10,0
2572,10,0
2573,10,0
2574,7,24
2575,10,0
2576,1,64
2577,10,0
2578,10,0
2579,6,63
2580,10,0
2581,2,24
2582,10,0
2583,1,63
2584,10,0
2585,10,0
2586,10,0
2587,2,63
2588,2,25
2589,10,0
2590,10,0
2591,10,0
2592,10,0
2593,10,0
2594,2,23
2595,7,64
2596,10,0
2597,10,0
2598,10,0
2599,10,0
2600,10,0
2601,2,24
2602,10,0
2603,1,64
2604,10,0
2605,7,63
2606,10,0
2607,1,64
2608,10,0
2609,1,25
2610,10,0
2611,1,23
2612,2,22
2613,2,62
2614,10,0
2615,10,0
2616,2,62
2617,10,0
2618,2,22
2619,1,23
2620,6,62
2621,6,62
2622,1,62
2623,10,0
2624,10,0
2625,10,0
2626,2,63
2627,1,22
2628,10,0
2629,1,28
2630,10,0
2631,10,0
2633,5,28
2634,10,0
2635,10,0
2636,10,0
2637,1,27
2638,10,0
2639,10,0
2640,10,0
2641,10,0
2642,2,29
2643,10,0
2644,10,0
2645,10,0
2646,10,0
2647,2,28
2648,10,0
2649,1,26
2650,10,0
2651,10,0
2652,10,0
2653,10,0
2654,1,26
2655,10,0
2656,10,0
2657,10,0
2658,10,0
2659,10,0
2660,10,0
2661,1,28
2662,10,0
2664,10,0
2665,10,0
2666,10,0
2667,10,0
2668,10,0
2669,1,29
2670,10,0
2671,10,0
2672,1,29
2673,10,0
2674,1,27
2675,10,0
2676,10,0
2677,10,0
2678,2,28
2679,10,0
2680,10,0
2682,10,0
2683,10,0
2684,10,0
2685,10,0
2686,10,0
2687,10,0
2688,10,0
2689,10,0
2690,10,0
2691,10,0
2692,10,0
2693,10,0
2694,10,0
2695,10,0
2696,10,0
2697,10,0
2698,10,0
2699,10,0
2700,10,0
2703,1,28
2706,2,28
2710,1,28
2711,1,27
2715,1,27
2716,2,26
2724,1,27
2727,2,27
2728,2,26
2731,2,27
2741,5,28
2742,1,27
2746,6,27
2749,1,25
2750,2,26
2751,10,0
2752,10,0
2753,10,0
2754,2,26
2755,2,25
2756,10,0
2757,1,26
2758,10,0
2759,10,0
2760,1,25
2854,2,27
2904,2,27
2915,2,27
2916,2,27
3097,10,0
3098,10,0
3099,10,0
3100,7,275
3101,10,0
3102,10,0
3103,2,115
3104,10,0
3105,10,0
3106,10,0
3107,5,117
3108,1,109
3109,1,269
3110,1,265
3111,2,111
3112,2,271
3113,10,0
3114,10,0
3115,7,277
3116,10,0
3117,10,0
3118,7,275
3119,1,119
3120,10,0
3121,10,0
3122,10,0
3123,1,117
3124,10,0
3125,1,266
3126,10,0
3127,10,0
3128,1,276
3129,10,0
3130,2,120
3131,10,0
3132,10,0
3133,10,0
3134,2,274
3135,2,118
3136,10,0
3137,2,120
3138,10,0
3139,10,0
3140,1,114
3141,10,0
3142,1,114
3143,10,0
3144,2,277
3145,10,0
3146,2,121
3147,2,269
3148,2,110
3149,1,108
3150,2,111
3151,10,0
3152,2,268
3153,10,0
3154,1,111
3155,1,268
3156,2,273
3185,10,0
3186,1,106
3187,1,113
3188,10,0
3189,10,0
3190,10,0
3191,10,0
3192,2,109
3193,10,0
3194,10,0
3195,1,108
3196,2,114
3197,10,0
3198,2,112
3199,10,0
3200,10,0
3201,10,0
3202,2,111
3203,10,0
3204,10,0
3205,7,108
3206,10,0
3207,10,0
3208,10,0
3209,1,105
3210,1,105
3211,10,0
3212,10,0
3213,1,104
3214,6,106
3215,10,0
3216,10,0
3217,1,102
3218,1,100
3219,1,101
3220,2,104
3221,2,105
3222,2,108
3223,1,98
3224,2,97
3225,1,106
3226,2,129
3227,1,302
3228,1,126
3229,1,127
3230,5,301
3231,5,126
3232,5,127
3233,2,301
3234,1,303
3235,1,131
3236,8,303
3237,6,304
3238,2,130
3239,2,130
3240,1,126
3241,2,302
3242,1,143
3243,1,134
3244,1,438
3245,2,306
3246,1,307
3247,1,436
3248,2,132
3249,8,145
3250,1,308
3251,2,136
3252,1,309
3253,1,305
3254,8,312
3255,1,143
3256,2,314
3257,6,318
3258,1,316
3259,7,142
3260,2,312
3261,2,145
3262,7,141
3263,2,315
3264,8,315
3265,2,138
3266,9,318
3267,2,318
3268,9,319
3269,2,141
3270,6,315
3271,1,311
3272,7,318
3273,1,284
3508,1,114
3509,5,114
3510,2,115
3511,10,0
3512,1,117
3513,1,118
3514,1,120
3515,10,0
3516,5,121
3517,1,121
3518,10,0
3519,10,0
3520,10,0
3521,10,0
3522,1,109
3523,1,110
3524,2,111
3525,1,112
3526,1,105
3527,11,100
3528,6,105
3529,7,105
3530,11,0
3531,1,105
3532,2,107
3533,6,107
3534,1,107
3535,2,109
3536,2,110
3537,2,111
3538,2,112
3539,1,112
3540,5,247
3541,6,247
3542,1,247
3543,11,248
3544,6,248
3545,6,253
3546,2,248
3547,6,253
3548,5,248
3549,5,248
3550,11,253
3551,6,254
3552,7,249
3553,6,254
3554,1,249
3555,5,248
3556,5,248
3557,1,251
3558,11,100
3559,5,100
3560,1,100
3561,2,101
3562,11,100
3563,2,102
3564,1,107
3565,11,108
3566,1,108
3567,1,109
3568,1,110
3569,1,278
3570,1,279
3571,10,0
3572,1,281
3573,1,282
3574,2,282
3575,10,0
3576,10,0
3577,10,0
3578,10,0
3579,5,0
3580,10,0
3581,1,113
3582,7,114
3583,1,114
3584,1,116
3585,2,118
3586,1,118
3587,8,0
3588,10,0
3589,5,119
3590,10,0
3591,2,119
3592,10,0
3593,7,120
3594,1,120
3595,10,0
3596,10,0
3597,2,284
3598,10,0
3599,10,0
3600,6,285
3601,10,0
3602,1,286
3603,10,0
3604,10,0
3605,10,0
3606,10,0
3607,10,0
3608,1,288
3609,10,0
3610,1,291
3611,10,0
3612,10,0
3613,10,0
3614,5,115
3615,2,114
3616,5,115
3617,2,115
3618,1,116
3619,1,118
3620,2,121
3621,2,121
3622,5,275
3623,1,275
3624,6,278
3625,1,277
3626,11,278
3627,5,278
3628,5,115
3629,5,278
3630,7,278
3631,5,115
3632,1,108
3633,1,110
3634,1,111
3635,11,269
3636,11,424
3637,1,269
3638,1,271
3639,1,424
3640,8,0
3641,1,422
3642,1,422
3643,1,142
3644,2,144
3645,9,145
3646,6,145
3647,5,147
3648,8,0
3649,2,145
3650,6,147
3651,6,146
3652,7,147
3653,6,146
3654,6,146
3655,2,146
3656,6,147
3657,5,147
3658,5,290
3659,1,136
3660,1,137
3661,5,290
3662,1,139
3663,5,140
3664,1,141
3665,1,289
3668,1,127
3669,2,128
3670,1,129
3671,1,130
3672,6,131
3673,1,131
3674,1,319
3675,2,321
3676,2,133
3677,1,133
3678,1,135
3679,1,136
3680,6,138
3681,8,138
3682,8,138
3683,1,138
3684,2,139
3685,8,140
3686,5,327
3687,2,140
3688,1,324
3689,1,327
3690,6,325
3691,2,323
3692,5,324
3693,1,327
3694,1,328
3695,5,324
3696,9,330
3697,8,0
3698,1,325
3699,9,327
3700,5,326
3701,6,324
3702,7,326
3703,5,324
3704,1,130
3705,1,131
3706,1,132
3707,2,134
3708,2,308
3709,1,136
3710,1,137
3711,1,139
3712,2,140
3713,5,140
3714,8,140
3715,7,140
3716,1,140
3717,6,141
3718,6,141
3719,6,141
3720,6,141
3721,6,141
3722,1,316
3723,1,142
3724,1,141
3725,7,143
3726,1,314
3727,1,317
3728,6,316
3729,5,316
3732,1,286
3733,7,296
3734,1,133
3735,2,294
3736,7,291
3737,1,135
3738,1,128
3739,1,132
3740,2,292
3741,2,293
3742,1,288
3743,2,290
3744,10,0
3745,2,291
3746,2,294
3747,1,131
3748,2,128
3749,1,291
3750,9,291
3751,10,0
3752,1,131
3753,10,0
3754,1,296
3755,1,295
3756,1,129
3757,2,288
3758,1,124
3759,1,284
3760,1,122
3761,10,0
3762,1,128
3763,10,0
3764,1,125
3765,10,0
3766,10,0
3767,7,126
3768,1,129
3769,10,0
3770,1,127
3771,10,0
3772,10,0
3773,1,124
3774,10,0
3775,1,130
3776,1,296
3777,5,296
3778,1,293
3779,10,0
3780,2,123
3781,7,128
3782,1,295
3783,10,0
3784,10,0
3785,1,291
3786,10,0
3787,10,0
3788,2,289
3789,6,127
3790,9,290
3791,10,0
3792,1,290
3793,6,296
3794,10,0
3795,7,128
3796,1,120
3797,2,120
3798,5,120
3799,2,406
3800,1,411
3801,1,131
3802,5,125
3803,4,125
3804,9,413
3805,2,412
3806,2,409
3807,2,408
3808,5,407
3809,5,407
