id_tisk,cz,id_sbirka,typ,zdroj,xzdroj
3422,0,16933.0,31,2,0
3422,0,17126.0,31,2,0
3422,0,17313.0,31,2,0
3422,0,17712.0,31,2,0
3422,0,17740.0,31,2,0
3422,0,18408.0,31,2,0
3422,0,18421.0,31,2,0
3422,0,18443.0,31,2,0
3422,0,19341.0,31,2,0
3422,0,19297.0,31,2,0
3422,0,19720.0,31,2,0
3422,0,19926.0,31,2,0
3422,0,19989.0,31,2,0
3422,0,20305.0,31,2,0
3422,0,20333.0,31,2,0
3422,0,20406.0,31,2,0
3422,0,20430.0,31,2,0
3422,0,20429.0,31,2,0
3422,0,20421.0,31,2,0
3422,0,20708.0,31,2,0
3422,0,20831.0,31,2,0
3422,0,20840.0,31,2,0
3422,0,20834.0,31,2,0
3422,0,20902.0,31,2,0
3422,0,20913.0,31,2,0
3422,0,12769.0,32,2,0
3422,0,12481.0,32,2,0
3422,0,17.0,32,2,0
3422,0,114.0,32,2,0
3422,0,140.0,32,2,0
3422,0,286.0,32,2,0
3422,0,356.0,32,2,0
3422,0,431.0,32,2,0
3422,0,19012.0,32,2,0
3422,0,12900.0,32,2,0
3422,0,21248.0,31,2,0
3423,0,125.0,31,2,0
3423,0,12481.0,31,2,0
3423,0,527.0,31,2,0
3423,0,134.0,31,2,0
3423,0,136.0,31,2,0
3423,0,254.0,31,2,0
3423,0,349.0,31,2,0
3423,0,364.0,31,2,0
3423,0,12481.0,31,2,0
3423,0,577.0,31,2,0
3423,0,12481.0,31,2,0
3423,0,648.0,31,2,0
3423,0,693.0,31,2,0
3423,0,695.0,31,2,0
3423,0,841.0,31,2,0
3423,0,904.0,31,2,0
3423,0,12481.0,31,2,0
3423,0,12705.0,31,2,0
3423,0,17126.0,31,2,0
3423,0,17313.0,31,2,0
3423,0,17712.0,31,2,0
3423,0,215.0,31,2,0
3423,0,18408.0,31,2,0
3423,0,12461.0,31,2,0
3423,0,17702.0,31,2,0
3423,0,6809.0,31,2,0
3423,0,19297.0,31,2,0
3423,0,607.0,31,2,0
3423,0,17145.0,31,2,0
3423,0,19296.0,31,2,0
3423,0,12056.0,31,2,0
3423,0,20333.0,31,2,0
3423,0,20406.0,31,2,0
3423,0,20430.0,31,2,0
3423,0,20429.0,31,2,0
3423,0,17752.0,31,2,0
3423,0,20708.0,31,2,0
3423,0,6762.0,31,2,0
3423,0,20840.0,31,2,0
3423,0,19438.0,31,2,0
3423,0,20902.0,31,2,0
3423,0,20913.0,31,2,0
3423,0,12481.0,32,2,0
3423,0,17.0,32,2,0
3423,0,114.0,32,2,0
3423,0,140.0,32,2,0
3423,0,286.0,32,2,0
3423,0,356.0,32,2,0
3423,0,431.0,32,2,0
3423,0,19012.0,32,2,0
3423,0,12900.0,32,2,0
3424,0,17664.0,31,2,0
3424,0,20488.0,31,2,0
3425,0,504.0,31,2,0
3425,0,17789.0,31,2,0
3432,0,17629.0,31,2,0
3433,0,17629.0,31,2,0
3434,0,715.0,31,2,0
3463,0,645.0,31,2,0
3491,0,12239.0,31,2,0
3491,0,11706.0,32,2,0
3493,0,,0,2,0
3537,0,575.0,31,2,0
3537,0,773.0,31,2,0
3537,0,918.0,31,2,0
3538,0,453.0,31,2,0
3544,0,11507.0,31,2,0
3571,0,779.0,31,2,0
3572,0,695.0,31,2,0
3646,0,17789.0,31,2,0
3646,0,12705.0,31,2,0
3646,0,241.0,31,2,0
3646,0,246.0,31,2,0
3646,0,481.0,31,2,0
3646,0,573.0,31,2,0
3646,0,574.0,31,2,0
3646,0,576.0,31,2,0
3646,0,16086.0,31,2,0
3671,0,17319.0,31,2,0
3673,0,337.0,31,2,0
3730,0,337.0,31,2,0
3730,0,608.0,31,2,0
3731,0,466.0,31,2,0
3735,0,12026.0,31,2,0
3754,0,568.0,31,2,0
3758,0,199.0,31,2,0
3774,0,337.0,31,2,0
3774,0,608.0,31,2,0
3790,0,337.0,31,2,0
3790,0,608.0,31,2,0
3794,0,,0,2,0
3801,0,17789.0,31,2,0
3801,0,12705.0,31,2,0
3801,0,225.0,31,2,0
3801,0,241.0,31,2,0
3801,0,246.0,31,2,0
3801,0,481.0,31,2,0
3801,0,573.0,31,2,0
3801,0,574.0,31,2,0
3801,0,576.0,31,2,0
3801,0,16086.0,31,2,0
3801,0,27801.0,31,2,0
3801,0,12708.0,31,2,0
3811,0,632.0,31,2,0
3812,0,12705.0,31,2,0
3812,0,21277.0,31,2,0
3812,0,12462.0,31,2,0
3812,0,624.0,31,2,0
3812,0,12092.0,31,2,0
3812,0,16463.0,31,2,0
3818,0,624.0,31,2,0
3825,0,17092.0,31,2,0
3842,0,16237.0,31,2,0
3842,0,19639.0,31,2,0
3858,0,27801.0,31,2,0
3879,0,399.0,31,2,0
3882,0,16463.0,31,2,0
3883,0,645.0,31,2,0
3927,0,514.0,31,2,0
3932,0,406.0,31,2,0
3954,0,28061.0,31,2,0
3955,0,20607.0,31,2,0
3967,0,67.0,31,2,0
3967,0,28590.0,31,2,0
4005,0,12705.0,31,2,0
4005,0,16904.0,31,2,0
4005,0,28457.0,32,2,0
4049,0,2.0,31,2,0
4119,0,12705.0,31,2,0
4179,0,28457.0,31,2,0
4180,0,21008.0,31,2,0
4182,0,28590.0,31,2,0
4182,0,28589.0,31,2,0
4195,0,16311.0,31,2,0
4196,0,20295.0,31,2,0
4197,0,17626.0,31,2,0
4197,0,12125.0,31,2,0
4197,0,17629.0,31,2,0
4197,0,20040.0,31,2,0
4197,0,16904.0,31,2,0
4198,0,253.0,31,2,0
4202,0,246.0,31,2,0
4214,0,16311.0,31,2,0
4228,0,669.0,31,2,0
4234,0,253.0,31,2,0
4250,0,645.0,31,2,0
4308,0,28863.0,31,2,0
4529,0,16311.0,31,2,0
4529,0,20336.0,31,2,0
4529,0,330.0,31,2,0
4535,0,19063.0,31,2,0
4613,0,16311.0,31,2,0
4613,0,20336.0,31,2,0
4613,0,330.0,31,2,0
4649,0,10382.0,31,2,0
4737,0,10337.0,31,2,0
4738,0,253.0,31,2,0
4761,0,30698.0,31,2,0
4761,0,11026.0,31,2,0
4761,0,632.0,31,2,0
4963,0,3.0,31,2,0
4978,0,632.0,31,2,0
5172,0,16310.0,31,2,0
5195,0,2.0,31,2,0
5195,0,3.0,31,2,0
5463,0,187.0,31,1,0
5480,0,581.0,31,1,0
5480,0,781.0,31,1,0
5480,0,12.0,31,1,0
5480,0,11473.0,31,1,0
7068,2,,0,1,0
7068,4,,0,1,0
7068,0,199.0,31,1,0
7069,0,453.0,31,1,0
7069,0,556.0,31,1,0
7072,2,,0,1,0
7072,3,,0,1,0
7072,4,,0,1,0
7072,0,11714.0,31,1,0
7080,2,,0,1,0
7080,3,849.0,31,1,0
7080,4,,0,1,0
7080,5,,0,1,0
7080,7,10527.0,31,1,0
7080,0,896.0,31,1,0
7081,0,2.0,31,1,0
7082,0,11714.0,31,1,0
7082,0,607.0,31,1,0
7083,0,,0,1,0
7084,0,600.0,31,1,0
7085,0,772.0,31,1,0
7086,0,,0,1,0
7089,0,757.0,31,1,0
7089,2,573.0,31,1,0
7089,3,858.0,31,1,0
7089,5,6762.0,31,1,0
7090,0,6217.0,31,1,0
7101,0,12112.0,31,1,0
7104,0,12706.0,31,1,0
7104,0,12707.0,31,1,0
7104,0,12705.0,31,1,0
7105,0,8781.0,31,1,0
7106,0,162.0,31,1,0
7107,0,246.0,31,1,0
7107,0,354.0,31,1,0
7108,0,10583.0,31,1,0
7108,0,904.0,31,1,0
7109,0,12268.0,31,1,0
7110,0,,0,1,0
7113,0,187.0,31,1,0
7113,1,,0,1,0
7113,2,,0,1,0
7114,0,2.0,31,1,0
7114,5,,0,1,0
7115,0,253.0,31,1,0
7115,0,7597.0,31,1,0
7115,2,6762.0,31,1,0
7115,3,,0,1,0
7115,5,,0,1,0
7116,0,11468.0,31,1,0
7116,2,,0,1,0
7116,4,,0,1,0
7117,0,7157.0,31,1,0
7117,0,11763.0,31,1,0
7117,0,12492.0,31,1,0
7117,0,407.0,31,1,0
7117,2,,0,1,0
7117,3,12285.0,31,1,0
7117,4,,0,1,0
7117,6,,0,1,0
7118,0,12483.0,31,1,0
7118,2,,0,1,0
7118,3,,0,1,0
7119,0,12492.0,31,1,0
7119,1,,0,1,0
7119,2,,0,1,0
7123,0,7597.0,31,1,0
7123,0,649.0,31,1,0
7123,0,162.0,31,1,0
7123,0,630.0,31,1,0
7123,0,585.0,31,1,0
7123,0,529.0,31,1,0
7123,0,610.0,31,1,0
7123,0,556.0,31,1,0
7123,2,,0,1,0
7123,3,,0,1,0
7123,0,526.0,31,1,0
7124,0,556.0,31,1,0
7125,0,630.0,31,1,0
7125,0,369.0,31,1,0
7125,1,,0,1,0
7125,2,,0,1,0
7126,0,7597.0,31,1,0
7126,0,587.0,31,1,0
7126,0,12492.0,31,1,0
7126,0,11998.0,31,1,0
7126,2,12705.0,31,1,0
7126,3,,0,1,0
7126,5,,0,1,0
7127,0,796.0,31,1,0
7127,0,800.0,31,1,0
7127,1,,0,1,0
7127,2,,0,1,0
7129,0,514.0,31,1,0
7129,0,10597.0,31,1,0
7129,0,12125.0,31,1,0
7129,1,,0,1,0
7129,2,904.0,31,1,0
7130,0,7566.0,31,1,0
7131,0,,0,1,0
7132,0,11058.0,31,1,0
7132,1,,0,1,0
7132,2,11066.0,31,1,0
7132,4,11066.0,32,1,0
7133,0,746.0,31,1,0
7133,0,898.0,31,1,0
7133,1,,0,1,0
7133,4,,0,1,0
7134,0,478.0,31,1,0
7135,0,498.0,31,1,0
7136,0,464.0,31,1,0
7136,0,12492.0,31,1,0
7136,0,340.0,31,1,0
7136,1,861.0,31,1,0
7136,1,760.0,31,1,0
7136,2,,0,1,0
7137,0,12705.0,31,1,0
7137,0,322.0,31,1,0
7138,0,12239.0,31,1,0
7140,0,10008.0,31,1,0
7140,0,11506.0,31,1,0
7140,2,,0,1,0
7140,3,,0,1,0
7140,4,,0,1,0
7146,0,2.0,31,1,0
7150,0,724.0,31,1,0
7153,0,720.0,31,1,0
7153,1,,0,1,0
7153,3,,0,1,0
7153,4,,0,1,0
7153,5,12026.0,31,1,0
7155,0,12705.0,31,1,0
7155,0,12707.0,31,1,0
7155,2,12106.0,31,1,0
7155,3,749.0,31,1,0
7156,0,2.0,31,1,0
7157,0,138.0,31,1,0
7157,2,,0,1,0
7157,3,,0,1,0
7158,0,12025.0,31,1,0
7158,2,,0,1,0
7158,3,,0,1,0
7159,0,2.0,31,1,0
7160,0,12462.0,31,1,0
7161,0,573.0,31,1,0
7161,0,574.0,31,1,0
7161,0,11506.0,31,1,0
7161,0,492.0,31,1,0
7161,0,624.0,31,1,0
7163,0,6516.0,31,1,0
7163,0,6517.0,31,1,0
7163,0,467.0,31,1,0
7163,0,11142.0,31,1,0
7165,0,559.0,31,1,0
7167,0,,0,1,0
7170,0,563.0,31,1,0
7170,0,232.0,32,1,0
7170,0,13353.0,32,1,0
7170,0,781.0,31,1,0
7170,0,473.0,31,1,0
7172,0,6516.0,31,1,0
7173,0,498.0,31,1,0
7174,0,11998.0,31,1,0
7174,2,12753.0,31,1,0
7174,3,11826.0,31,1,0
7174,6,,0,1,0
7174,8,,0,1,0
7175,0,322.0,31,1,0
7175,3,,0,1,0
7175,4,,0,1,0
7175,6,,0,1,0
7180,0,12712.0,31,1,0
7180,2,,0,1,0
7180,3,,0,1,0
7180,4,,0,1,0
7181,0,,0,1,0
7182,0,,0,1,0
7183,0,12462.0,31,1,0
7184,0,325.0,31,1,0
7184,0,12239.0,31,1,0
7184,1,,0,1,0
7184,2,,0,1,0
7184,4,,0,1,0
7186,0,12484.0,31,1,0
7186,0,11998.0,31,1,0
7186,3,,0,1,0
7186,4,,0,1,0
7187,0,246.0,31,1,0
7187,0,11826.0,31,1,0
7187,0,45.0,31,1,0
7187,1,,0,1,0
7187,2,,0,1,0
7188,0,12025.0,31,1,0
7188,1,,0,1,0
7189,0,225.0,31,1,0
7189,2,,0,1,0
7190,0,213.0,31,1,0
7192,0,339.0,31,1,0
7192,0,12492.0,31,1,0
7192,2,,0,1,0
7192,3,,0,1,0
7193,0,570.0,31,1,0
7193,0,11998.0,31,1,0
7193,1,7157.0,31,1,0
7193,2,,0,1,0
7194,0,12239.0,31,1,0
7194,0,8781.0,31,1,0
7194,2,608.0,31,1,0
7194,5,,0,1,0
7194,6,,0,1,0
7195,0,12663.0,31,1,0
7195,1,,0,1,0
7195,2,,0,1,0
7196,0,634.0,31,1,0
7196,1,,0,1,0
7196,2,,0,1,0
7197,0,12492.0,31,1,0
7197,0,407.0,31,1,0
7197,0,12285.0,31,1,0
7197,3,,0,1,0
7197,4,,0,1,0
7198,0,12705.0,31,1,0
7198,0,12712.0,31,1,0
7198,1,,0,1,0
7198,2,574.0,31,1,0
7199,0,,0,1,0
7200,0,261.0,31,1,0
7200,0,12492.0,31,1,0
7200,0,11825.0,31,1,0
7200,1,,0,1,0
7200,2,,0,1,0
7200,4,,0,1,0
7201,0,282.0,32,1,0
7201,0,512.0,32,1,0
7201,0,586.0,31,1,0
7201,0,12492.0,31,1,0
7201,0,659.0,31,1,0
7201,1,,0,1,0
7201,2,,0,1,0
7205,0,10008.0,31,1,0
7205,2,,0,1,0
7214,0,724.0,31,1,0
7217,0,6809.0,31,1,0
7218,0,7045.0,31,1,0
7218,0,12126.0,31,1,0
7218,0,12268.0,31,1,0
7219,0,7328.0,31,1,0
7219,2,,0,1,0
7220,0,669.0,31,1,0
7220,2,,0,1,0
7220,3,,0,1,0
8808,0,858.0,31,1,0
8808,2,,0,1,0
8808,3,,0,1,0
8811,0,657.0,31,1,0
8811,2,,0,1,0
8811,3,,0,1,0
8811,5,,0,1,0
8811,7,,0,1,0
8812,0,11506.0,31,1,0
8812,2,,0,1,0
8812,3,,0,1,0
8815,0,429.0,31,1,0
8815,1,,0,1,0
8815,2,,0,1,0
8820,0,,0,1,0
8821,0,449.0,31,1,0
8821,2,12112.0,31,1,0
8821,2,11772.0,31,1,0
8821,3,,0,1,0
8821,4,12481.0,31,1,0
8821,6,,0,1,0
8822,0,2.0,31,1,0
8822,5,,0,1,0
8840,0,,0,1,0
8843,0,12056.0,31,1,0
8843,0,6809.0,31,1,0
8843,0,6762.0,31,1,0
8843,0,12710.0,31,1,0
8843,0,12482.0,31,1,0
8843,0,654.0,31,1,0
8843,0,608.0,31,1,0
8843,0,11998.0,31,1,0
8843,1,,0,1,0
8843,2,,0,1,0
8844,0,589.0,31,1,0
8844,0,804.0,31,1,0
8844,0,12753.0,31,1,0
8844,0,10544.0,31,1,0
8844,1,,0,1,0
8844,2,,0,1,0
8845,0,2.0,31,1,0
8846,0,607.0,31,1,0
8846,0,11714.0,31,1,0
8848,0,,0,1,0
8848,3,6516.0,31,1,0
8848,3,12492.0,31,1,0
8848,4,,0,1,0
8848,5,,0,1,0
8849,0,726.0,31,1,0
8849,3,,0,1,0
8849,4,,0,1,0
8849,5,,0,1,0
8849,7,,0,1,0
8851,0,67.0,31,1,0
8851,0,495.0,31,1,0
8851,1,,0,1,0
8851,3,,0,1,0
8854,0,11998.0,31,1,0
8854,0,12125.0,31,1,0
8854,0,101.0,31,1,0
8854,0,331.0,31,1,0
8854,0,585.0,31,1,0
8854,0,632.0,31,1,0
8854,0,715.0,31,1,0
8854,0,736.0,31,1,0
8854,2,,0,1,0
8854,3,,0,1,0
8855,0,7328.0,32,1,0
8855,2,,0,1,0
8855,3,,0,1,0
8855,4,,0,1,0
8855,6,,0,1,0
8856,0,162.0,31,1,0
8856,0,11026.0,31,1,0
8856,0,578.0,31,1,0
8856,0,11967.0,31,1,0
8856,0,10597.0,31,1,0
8856,0,514.0,31,1,0
8856,0,12125.0,31,1,0
8856,0,499.0,31,1,0
8856,0,498.0,31,1,0
8856,0,720.0,31,1,0
8856,0,11473.0,31,1,0
8856,0,12461.0,31,1,0
8856,0,11142.0,31,1,0
8856,0,6762.0,31,1,0
8856,0,695.0,31,1,0
8856,0,11469.0,31,1,0
8856,0,12602.0,31,1,0
8856,0,12072.0,31,1,0
8856,0,232.0,31,1,0
8856,0,596.0,31,1,0
8856,0,760.0,31,1,0
8856,0,7597.0,31,1,0
8856,0,11506.0,31,1,0
8856,0,529.0,31,1,0
8856,0,610.0,31,1,0
8856,0,864.0,31,1,0
8856,0,12095.0,31,1,0
8856,0,898.0,31,1,0
8856,0,573.0,31,1,0
8856,0,574.0,31,1,0
8856,0,576.0,31,1,0
8856,0,539.0,31,1,0
8856,0,702.0,31,1,0
8856,2,,0,1,0
8856,3,,0,1,0
8856,4,16166.0,31,1,0
8856,6,,0,1,0
8857,0,,0,1,0
8857,1,,0,1,0
8857,2,,0,1,0
8858,0,804.0,31,1,0
8858,0,11998.0,31,1,0
8858,1,589.0,31,1,0
8858,1,260.0,31,1,0
8858,2,,0,1,0
8859,0,12707.0,31,1,0
8859,0,12461.0,31,1,0
8859,3,12.0,31,1,0
8860,0,11507.0,31,1,0
8860,3,574.0,31,1,0
8860,1,,0,1,0
8860,2,,0,1,0
8862,0,12706.0,31,1,0
8862,1,,0,1,0
8862,2,,0,1,0
8863,0,2.0,31,1,0
8863,1,,0,1,0
8863,2,,0,1,0
8863,4,,0,1,0
8864,0,781.0,31,1,0
8864,0,91.0,31,1,0
8864,0,276.0,31,1,0
8864,0,354.0,31,1,0
8864,0,782.0,31,1,0
8864,0,785.0,31,1,0
8864,0,827.0,31,1,0
8864,1,,0,1,0
8864,2,157.0,31,1,0
8866,0,6516.0,31,1,0
8866,0,6517.0,31,1,0
8866,0,11142.0,31,1,0
8866,0,467.0,31,1,0
8866,0,98.0,31,1,0
8866,1,,0,1,0
8866,2,,0,1,0
8866,3,,0,1,0
8867,0,15128.0,32,1,0
8867,0,507.0,31,1,0
8867,0,669.0,31,1,0
8867,0,715.0,31,1,0
8867,0,577.0,31,1,0
8867,0,632.0,31,1,0
8867,0,904.0,31,1,0
8867,0,327.0,31,1,0
8867,0,12492.0,31,1,0
8867,0,7157.0,31,1,0
8867,0,422.0,32,1,0
8867,0,14299.0,32,1,0
8867,1,,0,1,0
8867,2,,0,1,0
8867,4,,0,1,0
8868,0,12370.0,31,1,0
8868,1,,0,1,0
8868,2,,0,1,0
8868,3,11826.0,31,1,0
8869,0,585.0,31,1,0
8869,0,529.0,31,1,0
8869,1,,0,1,0
8869,2,,0,1,0
8870,0,499.0,31,1,0
8870,0,514.0,31,1,0
8870,0,498.0,31,1,0
8870,0,330.0,31,1,0
8870,1,,0,1,0
8870,2,,0,1,0
8871,0,340.0,31,1,0
8871,0,766.0,31,1,0
8871,0,12095.0,31,1,0
8871,0,632.0,31,1,0
8871,0,726.0,31,1,0
8871,0,11998.0,31,1,0
8871,0,7045.0,31,1,0
8871,0,736.0,31,1,0
8871,0,339.0,31,1,0
8871,0,720.0,31,1,0
8871,0,12492.0,31,1,0
8871,0,11142.0,31,1,0
8871,0,7157.0,31,1,0
8871,0,330.0,31,1,0
8871,0,898.0,31,1,0
8871,0,931.0,31,1,0
8871,0,570.0,31,1,0
8871,1,,0,1,0
8871,2,724.0,31,1,0
8871,3,,0,1,0
8872,0,,0,1,0
8872,1,,0,1,0
8872,3,,0,1,0
8872,4,6809.0,31,1,0
8872,4,6762.0,31,1,0
8874,0,12462.0,32,1,0
8874,0,617.0,31,1,0
8874,0,12705.0,31,1,0
8874,0,261.0,31,1,0
8876,0,,0,1,0
8888,0,11967.0,31,1,0
8889,0,478.0,31,1,0
8889,0,480.0,31,1,0
8890,0,12126.0,31,1,0
8891,0,679.0,31,1,0
8891,3,466.0,31,1,0
8893,0,822.0,31,1,0
8895,0,695.0,31,1,0
8895,2,12492.0,31,1,0
8895,3,,0,1,0
8895,5,,0,1,0
8898,0,587.0,31,1,0
8898,0,695.0,31,1,0
8898,1,,0,1,0
8898,2,,0,1,0
8898,3,11442.0,31,1,0
8901,0,687.0,31,1,0
8903,0,790.0,31,1,0
8903,2,7597.0,31,1,0
8903,3,,0,1,0
8904,0,7597.0,31,1,0
8904,0,33.0,31,1,0
8904,0,10008.0,31,1,0
8904,0,10382.0,31,1,0
8904,0,10545.0,31,1,0
8904,0,11506.0,31,1,0
8904,0,12482.0,31,1,0
8904,1,,0,1,0
8904,2,,0,1,0
8905,0,573.0,31,1,0
8905,0,574.0,31,1,0
8906,0,11506.0,31,1,0
8906,0,492.0,31,1,0
8906,0,624.0,31,1,0
8907,0,724.0,31,1,0
8907,0,613.0,31,1,0
8913,0,,0,1,0
8916,0,688.0,31,1,0
8916,0,329.0,31,1,0
8916,0,12753.0,31,1,0
8916,2,,0,1,0
8916,3,,0,1,0
8917,0,861.0,31,1,0
8917,0,898.0,31,1,0
8918,0,32.0,31,1,0
8918,1,,0,1,0
8918,2,,0,1,0
8918,4,,0,1,0
8919,0,12557.0,32,1,0
8919,0,12422.0,32,1,0
8919,0,148.0,31,1,0
8919,0,577.0,31,1,0
8919,0,904.0,31,1,0
8919,0,573.0,31,1,0
8919,0,576.0,31,1,0
8919,0,827.0,31,1,0
8919,1,,0,1,0
8919,2,,0,1,0
8920,0,12311.0,32,1,0
8920,0,895.0,32,1,0
8920,0,15654.0,32,1,0
